"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4288105";"";"None";"456.50";"0";"3.37";"6";"C[C@@H]1O[C@@H](n2c3ccc(O)cc3c3c4c(c5c6ccccc6[nH]c5c32)CNC4=O)C[C@@H](N)[C@H]1O";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"13.05";"0.24";"2.59";"4.75";"0";"CHEMBL4256097";"Inhibition of ASK1 (unknown origin) by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251711";"1";"Scientific Literature";"J Nat Prod";"2018";"None";"";"";"";"1.1"
"CHEMBL3891901";"";"None";"339.37";"0";"3.62";"3";"Cc1ccc(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)c(F)c1";"IC50";"'='";"55.0";"nM";"7.26";"";"";"UO_0000065";"21.39";"0.40";"3.64";"9.99";"1";"CHEMBL4727543";"Inhibition of ASK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4725315";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"INHIBITOR";"";"55.0"
"CHEMBL1767077";"";"None";"290.32";"0";"2.79";"2";"CNc1c2c3c(cccc3n(C)c1=O)C(=O)c1ccccc1-2";"IC50";"'='";"4700.0";"nM";"5.33";"";"";"UO_0000065";"18.35";"0.33";"2.54";"10.43";"0";"CHEMBL1767806";"Competitive inhibition of human ASK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1765037";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"4.7"
"CHEMBL4214507";"";"None";"312.38";"0";"4.62";"19";"Nc1cccc(-c2ccc3nc(Nc4ccccc4)ncc3c2)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4184745";"Inhibition of stress-activated full length recombinant human N-terminal GST-tagged ASK1 expressed in baculovirus expression system using MKK6 as substrate pretreated for 10 mins followed by substrate addition by Alphascreen assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184100";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";"";"10.0"
"CHEMBL4205988";"";"None";"349.44";"0";"3.78";"3";"CN(C)c1cccc(Nc2nccc(NCCOc3ccccc3)n2)c1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"16.31";"0.30";"1.92";"9.15";"0";"CHEMBL4184745";"Inhibition of stress-activated full length recombinant human N-terminal GST-tagged ASK1 expressed in baculovirus expression system using MKK6 as substrate pretreated for 10 mins followed by substrate addition by Alphascreen assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184100";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";"";"2.0"
"CHEMBL4214280";"";"None";"475.39";"1";"6.85";"18";"CC(C)(C)C(=O)N(c1ccccc1)c1cccc(Nc2ncc3cc(Br)ccc3n2)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4184745";"Inhibition of stress-activated full length recombinant human N-terminal GST-tagged ASK1 expressed in baculovirus expression system using MKK6 as substrate pretreated for 10 mins followed by substrate addition by Alphascreen assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184100";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";"";"10.0"
"CHEMBL4205418";"";"None";"358.41";"0";"3.73";"24";"CC(=O)Nc1cccc(Nc2ncc3cc(-c4cnn(C)c4)ccc3n2)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4184745";"Inhibition of stress-activated full length recombinant human N-terminal GST-tagged ASK1 expressed in baculovirus expression system using MKK6 as substrate pretreated for 10 mins followed by substrate addition by Alphascreen assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184100";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";"";"10.0"
"CHEMBL3937743";"";"None";"418.29";"0";"3.27";"BDBM128404";"CCn1cc(Br)c2cnc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc21";"IC50";"'='";"2.0";"nM";"8.70";"";"259318";"UO_0000065";"20.80";"0.46";"5.43";"9.96";"0";"CHEMBL3705518";"Scintillation Assay: The test compounds (2.5 μL) dissolved in DMSO were added to wells containing 37.5 μL of the reaction solution (25 mM HEPES (pH 7.5), 10 mM magnesium acetate, 1 mM DTT) including 30 ng of active ASK1 protein and 1 μg of myelin basic protein (Wako), and incubated at room temperature for 5 min. To start the reaction, 10 μL of ATP solution (2.5 μM ATP, 0.1 μCi [γ-32P]ATP) was added to wells. After incubating at room temperature for 30 min, the reaction was terminated by adding 50 μL of 20% TCA solution. The reaction solution was incubated at 4° C. for 30 min and an acid-insoluble fraction was transferred onto a GF/C filter (Packard) with Cell Harvester (Packard), and washed with 250 mM phosphoric acid. After drying at 45° C. for 60 min., 40 μL of Microscint 0 (Packard) was added and the radioactivity was measured with TopCount (Packard).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639127";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"2.0"
"CHEMBL5412415";"";"None";"486.46";"0";"3.69";"18g";"Cn1nc(C(F)(F)F)c2cc(C(=O)Nc3cccc(-c4nncn4C4CCCCC4)n3)c(=O)[nH]c21";"IC50";"'>'";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5356322";"Inhibition of human recombinant ASK1 using MBP as substrate preincubated for 1 hr followed by reagent addition incubated for 40 mins by ATP-Glo kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352493";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 1.667 hr";"";"";"5000.0"
"CHEMBL5415758";"";"None";"542.96";"1";"4.39";"21g";"O=C(Nc1cccc(-c2nncn2C2CC2)n1)c1cc(-c2cnc(Cl)nc2)cn(Cc2ccccc2F)c1=O";"IC50";"'='";"2370.0";"nM";"5.62";"";"";"UO_0000065";"10.36";"0.20";"1.24";"4.67";"0";"CHEMBL5356322";"Inhibition of human recombinant ASK1 using MBP as substrate preincubated for 1 hr followed by reagent addition incubated for 40 mins by ATP-Glo kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352493";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 1.667 hr";"INHIBITOR";"";"2370.0"
"CHEMBL4846965";"";"None";"347.38";"0";"3.92";"9";"CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccccc3o2)n1";"IC50";"'='";"151.6";"nM";"6.82";"";"";"UO_0000065";"19.63";"0.36";"2.90";"7.94";"0";"CHEMBL4820058";"Inhibition of N-terminal GST-tagged recombinant human full length ASK1 expressed in baculovirus-infected Sf21 cells using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819011";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"151.6"
"CHEMBL4854772";"";"None";"380.84";"0";"4.31";"26";"CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3cccc(Cl)c3[nH]2)n1";"IC50";"'='";"89.6";"nM";"7.05";"";"";"UO_0000065";"18.51";"0.36";"2.74";"7.96";"0";"CHEMBL4820058";"Inhibition of N-terminal GST-tagged recombinant human full length ASK1 expressed in baculovirus-infected Sf21 cells using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819011";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"89.6"
"CHEMBL4878207";"";"None";"360.42";"0";"3.67";"13";"CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccccc3n2C)n1";"IC50";"'='";"743.0";"nM";"6.13";"";"";"UO_0000065";"17.01";"0.31";"2.46";"7.90";"0";"CHEMBL4820058";"Inhibition of N-terminal GST-tagged recombinant human full length ASK1 expressed in baculovirus-infected Sf21 cells using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819011";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"743.0"
"CHEMBL4846465";"";"None";"412.45";"0";"4.91";"15";"CC(C)n1cnnc1-c1cccc(NC(=O)c2[nH]c3ccccc3c2-c2ccoc2)n1";"IC50";"'='";"142.8";"nM";"6.84";"";"";"UO_0000065";"16.60";"0.30";"1.94";"6.74";"0";"CHEMBL4820058";"Inhibition of N-terminal GST-tagged recombinant human full length ASK1 expressed in baculovirus-infected Sf21 cells using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819011";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"142.8"
"CHEMBL4873038";"";"None";"423.48";"0";"4.72";"24";"CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccc(-c4cccnc4)cc3[nH]2)n1";"IC50";"'='";"68.5";"nM";"7.16";"";"";"UO_0000065";"16.92";"0.31";"2.44";"7.07";"0";"CHEMBL4820058";"Inhibition of N-terminal GST-tagged recombinant human full length ASK1 expressed in baculovirus-infected Sf21 cells using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819011";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"68.5"
"CHEMBL3402489";"";"None";"470.93";"1";"5.93";"15";"O=C(C1=C(O)C(=O)N(c2nc3ccc(F)cc3s2)C1c1cccc(Cl)c1)c1cccs1";"IC50";"'='";"4500.0";"nM";"5.35";"";"";"UO_0000065";"11.35";"0.24";"-0.58";"7.58";"0";"CHEMBL3405544";"Inhibition of recombinant ASK1 catalytic subunit (unknown origin) using MBP substrate and gamma-labeled 32P ATP incubated for 20 mins by liquid scintillation counting method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400130";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"4.5"
"CHEMBL4748086";"";"None";"323.36";"0";"2.96";"11i";"CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cccnc2)n1";"IC50";"'='";"1208.0";"nM";"5.92";"";"";"UO_0000065";"18.30";"0.34";"2.96";"6.06";"0";"CHEMBL4686914";"Inhibition of ASK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680251";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"1208.0"
"CHEMBL3402503";"";"None";"556.64";"2";"6.34";"29";"CCCCOc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc3ccc(C)cc3s2)cc1";"IC50";"'='";"4600.0";"nM";"5.34";"";"";"UO_0000065";"9.59";"0.18";"-1.00";"5.44";"0";"CHEMBL3405544";"Inhibition of recombinant ASK1 catalytic subunit (unknown origin) using MBP substrate and gamma-labeled 32P ATP incubated for 20 mins by liquid scintillation counting method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400130";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"4.6"
"CHEMBL3402487";"";"None";"474.54";"1";"5.61";"12";"COc1ccccc1C1C(C(=O)c2ccc(C)o2)=C(O)C(=O)N1c1nc2c(C)cc(C)cc2s1";"IC50";"'='";"35500.0";"nM";"4.45";"";"";"UO_0000065";"9.38";"0.18";"-1.16";"4.79";"0";"CHEMBL3405544";"Inhibition of recombinant ASK1 catalytic subunit (unknown origin) using MBP substrate and gamma-labeled 32P ATP incubated for 20 mins by liquid scintillation counting method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400130";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"35.5"
"CHEMBL4870487";"";"None";"376.42";"0";"3.66";"20";"COc1ccc2cc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)[nH]c2c1";"IC50";"'='";"54.3";"nM";"7.26";"";"";"UO_0000065";"19.30";"0.35";"3.61";"7.43";"0";"CHEMBL4820058";"Inhibition of N-terminal GST-tagged recombinant human full length ASK1 expressed in baculovirus-infected Sf21 cells using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819011";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"54.3"
"CHEMBL4073198";"";"None";"361.43";"0";"2.08";"16";"COCCn1cc(NC(=O)c2csc(-c3nncn3C(C)C)n2)cn1";"IC50";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"19.98";"0.39";"5.14";"7.24";"0";"CHEMBL4011131";"Inhibition of ASK1 (unknown origin) using biotin-MBP as substrate after 20 mins by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007491";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"60.0"
"CHEMBL3934521";"";"None";"335.37";"0";"2.05";"10";"C[C@@H](CO)n1cnnc1-c1cccc(N2Cc3ccccc3C2=O)n1";"IC50";"'='";"31.62";"nM";"7.50";"";"";"UO_0000065";"22.36";"0.41";"5.45";"8.91";"0";"CHEMBL3879746";"Inhibition of recombinant human N-terminal GST-tagged ASK1 catalytic domain (654 to 971 residues) expressed in baculovirus infected sf21 cells using STK3 as substrate after 60 mins by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3877336";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"CHEMBL4106362";"";"";"";"7.5"
"CHEMBL4215465";"";"None";"327.39";"0";"4.20";"25";"Nc1cccc(Nc2ncc3cc(-c4cccc(N)c4)ccc3n2)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4184745";"Inhibition of stress-activated full length recombinant human N-terminal GST-tagged ASK1 expressed in baculovirus expression system using MKK6 as substrate pretreated for 10 mins followed by substrate addition by Alphascreen assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184100";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";"";"10.0"
"CHEMBL4861520";"";"None";"423.52";"1";"5.44";"28";"Cc1ccc(-c2n[nH]c3ccc(-c4nncn4C(C)C)cc23)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"8729.0";"nM";"5.06";"";"";"UO_0000065";"11.95";"0.22";"-0.38";"6.55";"0";"CHEMBL4837910";"Inhibition of ASK1 in human HEK293 cells transfected with AP1 assessed as inhibition of AP1-induced firefly luciferase activity preincubated for 1 hr followed by PMA stimulation and measured after 6 hrs by luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837198";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";"";"8729.0"
"CHEMBL4847905";"";"None";"496.58";"0";"4.87";"23";"CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccc(-c4cnn(C5CCOCC5)c4)cc3[nH]2)n1";"IC50";"'='";"73.7";"nM";"7.13";"";"";"UO_0000065";"14.36";"0.26";"2.26";"6.17";"0";"CHEMBL4820058";"Inhibition of N-terminal GST-tagged recombinant human full length ASK1 expressed in baculovirus-infected Sf21 cells using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819011";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"73.7"
"CHEMBL4451125";"";"None";"325.35";"0";"3.31";"5";"CC(C)n1cnnc1-c1cccc(NC(=O)c2ccccc2F)n1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"21.52";"0.40";"3.69";"9.63";"0";"CHEMBL4727543";"Inhibition of ASK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4725315";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"INHIBITOR";"";"100.0"
"CHEMBL4743649";"";"None";"330.39";"0";"1.19";"7";"CC(C)n1cnnc1-c1cccc(NC(=O)C2CN(C)CCO2)n1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"26.33";"0.50";"7.51";"10.21";"0";"CHEMBL4727543";"Inhibition of ASK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4725315";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"INHIBITOR";"";"2.0"
"CHEMBL1642669";"";"None";"286.30";"0";"1.70";"6";"COc1ccc(OC)c(Nc2nc(N)nc3[nH]cnc23)c1";"IC50";"'='";"18900.0";"nM";"4.72";"";"";"UO_0000065";"16.50";"0.31";"3.02";"4.26";"0";"CHEMBL1648128";"Inhibition of ASK1 assessed as phosphorylated fluorescent peptide by mobility shift assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641590";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"18.9"
"CHEMBL4447729";"";"None";"349.39";"0";"3.16";"171";"O=C1Nc2cccc(n2)-c2nncn2CCCCCOc2ccccc21";"IC50";"'<='";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4385320";"Inhibition of full-length human GST-tagged ASK1 expressed in baculovirus expression system using biotinylated STK Substrate 3 preincubated for 10 mins followed by ATP addition and measured after 5 hrs by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4382281";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";"";"";"";"0.1"
"CHEMBL4876111";"";"None";"361.41";"0";"4.23";"8";"Cc1c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)oc2ccccc12";"IC50";"'='";"1106.0";"nM";"5.96";"";"";"UO_0000065";"16.48";"0.30";"1.73";"6.94";"0";"CHEMBL4820058";"Inhibition of N-terminal GST-tagged recombinant human full length ASK1 expressed in baculovirus-infected Sf21 cells using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819011";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"1106.0"
"CHEMBL4848718";"";"None";"360.42";"0";"3.96";"14";"Cc1c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)[nH]c2ccccc12";"IC50";"'='";"88.2";"nM";"7.05";"";"";"UO_0000065";"19.57";"0.36";"3.09";"7.97";"0";"CHEMBL4820058";"Inhibition of N-terminal GST-tagged recombinant human full length ASK1 expressed in baculovirus-infected Sf21 cells using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819011";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"88.2"
"CHEMBL4796925";"";"None";"378.40";"0";"2.19";"14l; YD57";"C[C@H](CO)n1cnnc1-c1cccc(NC(=O)Nc2cc3ccccn3n2)n1";"IC50";"'='";"33.8";"nM";"7.47";"";"";"UO_0000065";"19.74";"0.36";"5.28";"6.11";"0";"CHEMBL4686914";"Inhibition of ASK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680251";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"33.8"
"CHEMBL3330168";"";"None";"396.45";"0";"4.96";"2";"NC[C@H](Oc1cnc(-c2ccoc2)c(-c2c[nH]c3ncccc23)c1)c1ccccc1";"IC50";"'='";"7.9";"nM";"8.10";"";"";"UO_0000065";"20.44";"0.37";"3.14";"9.01";"0";"CHEMBL3375026";"Inhibition of ASK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352072";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"0.0079"
